,class,xbox,ybox,width,height,onpixel,xbar,ybar,xvar,yvar,xycorr,x2ybar,xy2bar,xedge,xedgeycorr,yedge,yedgexcorr
1882,25,3,8,5,6,3,8,7,2,9,11,5,9,1,8,6,8
1883,5,7,11,7,6,3,7,6,3,4,13,8,8,3,8,4,7
1884,9,5,2,6,4,4,9,6,7,4,6,7,5,10,5,3,5
1885,20,1,0,1,0,0,8,10,3,1,7,12,8,2,11,0,8
1886,16,4,7,6,5,3,9,8,5,1,7,8,8,8,9,0,8
1887,13,4,8,6,6,4,7,9,2,6,13,6,5,2,10,2,8
1888,11,5,9,5,7,4,7,7,8,5,9,7,10,3,8,4,6
1889,0,4,9,5,7,3,6,11,2,8,8,12,8,1,11,1,7
1890,11,4,10,5,8,3,9,7,9,7,7,6,10,3,8,4,8
1891,6,5,7,7,5,5,8,6,6,7,9,7,6,3,8,8,7
1892,0,4,8,5,6,4,6,7,7,6,8,10,8,3,9,5,9
1893,10,3,7,4,5,2,7,7,4,4,7,6,7,2,8,4,8
1894,14,9,12,7,7,5,7,9,4,5,9,8,9,4,9,8,11
1895,3,6,5,6,8,3,7,7,15,2,4,6,8,6,8,0,8
1896,10,6,10,9,8,5,7,8,1,8,10,6,8,3,8,4,8
1897,22,5,7,6,5,5,8,6,7,4,4,8,10,6,6,7,10
1898,20,2,1,4,1,1,7,12,3,2,6,11,9,2,11,0,7
1899,2,2,3,4,2,2,9,6,4,6,10,4,6,2,8,3,8
1900,24,5,9,8,7,4,4,9,2,7,10,10,11,3,8,3,6
1901,7,3,11,6,8,2,8,6,3,1,7,0,8,3,7,2,8
1902,20,3,6,4,4,2,2,11,4,3,11,12,8,2,10,1,8
1903,15,4,8,5,6,5,8,7,5,6,7,6,8,6,8,3,7
1904,2,1,0,1,0,0,6,7,7,5,7,6,6,2,8,2,8
1905,4,3,8,4,6,2,7,6,8,7,6,5,11,1,8,5,11
1906,8,2,5,3,8,1,12,3,10,4,13,5,13,1,6,0,8
1907,14,2,5,3,4,2,6,8,7,7,8,8,13,1,9,4,10
1908,4,5,10,6,8,3,7,6,8,8,6,6,8,2,8,6,11
1909,24,5,5,5,8,2,3,6,8,3,7,7,11,4,8,3,11
1910,20,3,9,5,6,1,7,8,4,2,7,14,8,3,9,0,8
1911,14,3,4,4,3,2,4,8,4,6,11,10,12,1,9,2,7
1912,9,5,10,6,8,4,8,7,12,2,6,9,8,8,6,0,8
1913,13,5,8,7,6,7,7,8,1,4,10,6,6,5,10,3,5
1914,21,2,3,3,4,0,8,11,1,3,5,11,8,0,10,0,8
1915,14,3,5,4,3,2,4,8,5,8,11,9,13,1,9,3,7
1916,22,6,8,9,12,14,8,5,6,1,6,6,9,10,10,8,14
1917,15,9,15,8,8,5,6,7,5,4,8,10,9,7,11,5,9
1918,23,9,11,8,6,4,9,6,6,7,3,9,7,5,9,3,5
1919,2,5,10,6,8,6,7,7,7,7,7,6,5,3,8,3,7
1920,15,5,10,7,8,10,8,9,5,3,6,7,7,7,9,9,8
1921,11,6,10,8,8,10,8,9,6,1,7,7,8,9,8,5,9
1922,16,3,7,5,5,7,9,5,5,2,7,6,8,5,10,2,5
1923,5,4,7,6,5,6,8,9,4,4,9,5,7,4,9,10,9
1924,23,2,3,3,2,1,5,8,4,7,10,8,8,3,9,2,6
1925,21,6,11,6,8,3,4,10,2,7,10,11,6,1,11,3,4
1926,3,3,8,4,6,2,7,7,14,2,5,6,8,6,8,0,8
1927,3,7,12,6,6,3,5,9,4,5,4,4,11,5,9,2,7
1928,9,4,2,5,4,4,8,6,6,4,7,7,8,7,5,2,7
1929,19,2,7,4,5,4,7,8,3,5,5,7,10,3,11,7,8
1930,1,1,3,2,2,1,7,8,1,7,13,6,8,0,8,1,7
1931,25,2,3,2,2,2,7,7,5,9,6,6,8,1,8,6,8
1932,6,2,4,2,3,2,7,7,5,5,6,6,6,2,8,5,9
1933,6,7,11,9,8,7,9,6,4,7,10,5,6,3,8,6,10
1934,4,6,10,8,8,8,6,6,6,3,6,6,10,5,8,8,7
1935,18,4,9,5,6,2,3,14,7,1,11,6,3,0,10,4,8
1936,18,3,4,5,6,7,8,5,5,2,7,6,7,6,9,6,9
1937,23,3,5,5,3,2,7,9,6,7,7,10,9,3,9,1,8
1938,24,8,10,11,8,5,4,8,4,9,12,12,11,3,8,4,5
1939,20,6,10,5,5,2,8,10,6,3,7,9,5,6,13,3,7
1940,14,9,14,7,8,5,7,6,4,4,9,8,11,4,9,9,11
1941,16,3,8,5,6,5,6,11,2,2,7,8,8,6,11,1,8
1942,20,4,7,6,5,4,8,11,2,2,6,10,8,4,10,4,9
1943,14,5,5,6,8,2,6,7,7,10,8,6,15,1,9,4,9
1944,19,2,3,3,2,1,7,7,2,7,11,7,9,1,8,3,8
1945,11,4,9,5,7,2,7,7,9,8,7,5,8,3,8,4,8
1946,11,1,1,2,1,1,7,7,6,4,7,6,8,2,8,2,8
1947,19,4,7,6,5,4,6,8,3,7,11,8,8,3,8,4,6
1948,14,2,1,2,1,1,6,7,6,9,7,6,13,0,8,4,9
1949,11,3,5,4,4,2,8,6,7,4,9,5,8,2,8,3,8
1950,7,3,8,6,6,4,8,5,2,4,6,2,6,2,6,2,6
1951,3,4,10,4,7,3,7,7,14,2,4,6,8,6,8,0,8
1952,25,3,9,4,7,3,7,8,3,11,8,6,8,0,8,7,7
1953,7,6,9,6,5,3,13,0,5,1,12,3,11,2,3,2,10
1954,5,4,5,5,5,6,7,7,5,4,7,7,7,5,8,10,10
1955,1,3,10,6,8,7,10,6,2,5,8,4,5,3,8,5,7
1956,13,6,10,8,7,6,6,10,2,6,13,7,6,2,10,2,7
1957,17,3,7,4,5,2,4,5,1,9,7,2,11,0,8,2,7
1958,20,7,8,9,7,10,8,7,4,5,7,6,8,8,10,9,4
1959,4,5,11,6,8,8,8,4,4,3,7,5,11,6,8,6,13
1960,4,5,9,4,5,2,7,4,4,2,7,4,5,4,7,5,8
1961,17,5,10,7,8,4,7,3,2,9,7,1,9,1,6,3,7
1962,18,3,6,4,4,2,5,12,7,3,12,6,3,1,10,4,7
1963,7,3,8,5,6,3,11,2,3,3,10,2,9,2,6,3,8
1964,18,3,7,5,10,8,7,12,4,1,9,8,5,4,11,4,8
1965,14,5,8,6,6,2,6,7,7,10,6,6,15,1,8,4,9
1966,9,4,2,5,4,4,8,6,6,4,7,7,8,7,5,2,8
1967,23,2,1,2,2,1,7,9,5,5,6,9,9,3,9,1,8
1968,21,5,6,5,4,3,5,9,1,7,9,10,6,1,11,3,5
1969,2,7,10,9,8,7,7,7,5,6,7,6,7,7,8,3,8
1970,21,9,9,7,13,5,7,8,4,3,6,11,5,5,10,6,6
1971,21,4,5,5,4,2,4,11,2,7,11,10,6,1,11,2,5
1972,0,4,9,4,4,2,5,10,2,6,11,8,6,2,9,4,3
1973,16,4,9,5,6,6,7,6,6,2,7,7,8,6,8,4,8
1974,6,5,11,8,8,11,9,7,4,4,6,7,7,8,8,8,7
1975,19,3,5,6,4,3,6,8,2,9,11,8,8,2,8,4,6
1976,10,3,9,5,7,4,8,7,3,8,5,6,8,3,8,6,8
1977,5,2,7,3,5,3,8,7,7,5,7,7,8,2,9,8,8
1978,23,5,5,6,4,3,4,8,5,8,10,8,9,3,9,2,6
1979,0,4,6,5,4,4,7,7,7,7,7,6,8,3,10,6,8
1980,23,3,4,4,3,2,5,8,5,7,9,8,8,3,9,2,5
1981,20,3,8,5,6,2,5,11,3,4,9,12,9,3,10,1,9
1982,8,4,6,5,4,2,9,7,0,7,13,5,7,0,8,0,8
1983,6,5,10,5,5,5,7,8,3,5,9,6,7,6,5,7,8
1984,15,1,0,1,0,0,7,8,10,1,7,6,8,2,8,0,8
1985,2,6,11,8,8,7,7,7,6,6,7,7,7,7,7,3,7
1986,5,3,3,4,4,2,7,7,5,8,5,6,8,0,8,8,8
1987,17,1,4,2,3,1,7,4,1,7,7,2,10,0,7,2,8
1988,22,6,8,7,10,6,8,6,7,4,8,7,11,4,9,7,7
1989,15,3,3,5,2,2,9,6,3,6,10,4,8,3,8,3,9
1990,9,4,3,5,5,3,7,7,12,1,7,9,8,8,6,0,8
1991,14,1,0,1,1,0,7,7,5,7,7,6,14,0,8,4,10
1992,12,3,2,4,4,3,7,8,5,5,6,5,6,3,7,4,8
1993,4,1,0,2,1,0,8,6,6,4,6,5,9,1,8,5,10
1994,7,2,6,5,4,3,6,5,1,3,5,2,7,2,6,3,4
1995,11,4,7,4,5,3,9,6,7,5,10,4,10,3,8,3,8
1996,1,1,6,3,4,3,9,6,3,4,7,6,5,3,8,5,5
1997,20,4,8,4,6,2,3,11,4,4,11,12,8,2,10,1,8
1998,20,1,0,2,1,0,7,9,3,2,7,12,8,2,10,0,8
1999,7,5,12,5,6,3,14,0,4,2,12,3,11,2,4,2,10
2000,24,3,2,4,4,3,5,7,3,7,6,6,10,6,8,4,9
2001,20,3,5,4,3,1,4,12,4,4,11,11,7,2,11,1,8
2002,14,7,10,7,7,4,4,10,7,8,12,10,9,2,10,3,6
2003,17,4,6,5,4,3,6,6,7,6,6,6,8,2,8,4,10
2004,15,2,1,2,1,2,8,8,6,6,7,6,8,3,8,3,8
2005,23,5,6,6,4,3,4,9,5,7,11,11,9,3,9,2,7
2006,3,3,5,4,3,3,7,9,5,5,7,6,6,5,9,2,6
2007,2,4,10,6,8,4,8,7,7,7,10,5,4,3,7,5,9
2008,22,3,3,4,4,3,8,7,6,2,8,7,9,2,9,4,8
2009,10,3,5,5,3,2,8,7,3,9,6,6,9,3,7,7,9
2010,3,4,11,5,8,5,7,7,13,1,6,6,8,6,9,1,6
2011,3,1,0,1,0,0,7,7,10,0,5,6,8,4,8,0,8
2012,17,3,9,5,7,7,7,8,3,5,6,6,10,6,11,7,5
2013,13,4,11,5,8,4,4,11,4,6,11,10,6,2,10,3,5
2014,3,5,9,5,5,2,5,8,4,6,4,4,9,4,7,2,8
2015,1,1,11,0,8,0,7,7,4,4,7,6,8,0,8,0,8
2016,21,5,8,5,6,3,5,9,1,8,9,9,5,1,11,3,4
2017,25,2,4,4,3,2,7,8,2,9,12,7,7,1,8,5,6
2018,3,5,11,7,8,6,7,7,8,5,7,5,6,3,7,3,8
2019,3,4,7,5,5,4,6,7,8,5,7,5,7,3,7,3,8
2020,18,4,10,4,7,2,4,10,10,3,9,6,4,2,10,4,8
2021,24,12,15,11,9,5,6,8,3,7,9,9,10,6,10,4,6
2022,7,1,0,2,1,0,7,4,2,0,7,2,8,2,7,1,8
2023,24,5,10,6,7,2,4,7,9,2,7,6,12,3,8,3,11
2024,4,7,11,8,8,5,6,6,7,8,10,7,11,2,10,5,9
2025,24,4,5,7,4,4,6,7,1,7,10,7,10,3,8,3,8
2026,7,3,10,6,7,4,11,3,2,2,9,2,9,3,7,3,9
2027,0,2,1,3,2,1,6,12,2,7,8,11,8,1,10,1,7
2028,22,4,9,5,8,3,8,6,9,7,6,5,9,3,8,4,8
2029,21,3,4,5,6,1,7,12,2,3,8,12,8,1,10,0,8
2030,3,3,7,5,5,3,7,9,6,5,7,6,7,5,9,2,6
2031,17,2,6,2,4,1,0,1,5,6,0,0,7,0,8,0,8
2032,19,7,13,5,7,3,6,8,6,8,10,6,10,1,8,8,8
2033,8,1,3,2,5,1,12,3,9,3,13,5,13,1,6,0,8
2034,25,2,1,2,2,1,7,7,3,11,9,6,8,0,8,7,8
2035,4,1,0,1,0,0,8,7,5,4,6,5,9,1,8,4,10
2036,23,5,9,6,7,6,8,8,8,5,5,7,9,3,8,4,6
2037,14,3,2,4,4,2,6,8,7,8,9,8,13,1,9,4,10
2038,4,8,12,6,6,5,8,8,4,3,9,5,6,4,9,9,8
2039,16,6,10,6,8,6,2,11,2,2,10,9,7,6,11,2,6
2040,8,4,9,6,6,4,7,6,4,5,8,6,7,5,6,4,6
2041,17,4,11,6,8,8,7,8,3,5,6,6,10,6,11,7,5
2042,12,5,10,7,8,6,6,8,5,6,6,5,8,3,6,6,9
2043,13,2,4,4,3,2,7,9,1,7,13,5,5,1,9,2,8
2044,21,6,12,5,6,3,4,9,4,2,10,9,6,3,9,3,4
2045,21,3,5,5,4,2,7,10,1,7,7,11,8,1,11,2,8
2046,15,2,1,3,3,2,6,7,5,6,7,6,8,3,8,3,8
2047,10,3,6,4,4,3,7,8,3,8,6,6,8,2,8,6,8
2048,12,5,11,7,8,10,6,7,3,4,6,6,9,7,10,8,6
2049,18,3,6,5,4,3,5,12,6,3,10,7,2,1,10,3,6
2050,23,3,3,3,5,1,7,5,13,5,7,14,8,3,9,0,8
2051,14,2,0,2,1,1,6,7,6,10,7,6,14,0,8,4,9
2052,12,1,0,2,1,1,6,9,7,3,7,5,8,2,7,4,11
2053,0,8,15,7,9,3,6,10,3,8,13,6,6,2,8,5,4
2054,21,6,8,8,11,12,8,8,4,2,7,8,9,4,12,9,8
2055,11,4,7,4,5,3,7,7,8,6,9,7,10,3,8,3,7
2056,8,0,0,1,0,0,12,4,6,3,12,4,11,0,7,0,8
2057,12,3,4,5,3,3,9,7,3,5,11,3,6,2,7,3,9
2058,25,1,3,3,2,1,8,7,2,9,11,6,8,1,8,5,7
2059,10,3,11,4,8,4,7,7,4,4,7,6,8,3,8,4,8
2060,23,2,3,3,2,1,5,8,5,6,10,9,9,3,9,2,6
2061,14,5,11,6,8,5,5,8,8,7,10,8,13,2,11,4,10
2062,20,5,11,7,8,8,8,5,5,3,8,7,9,9,9,6,11
2063,14,4,7,5,5,2,6,7,6,10,6,6,12,1,7,4,8
2064,9,8,10,11,7,7,5,6,4,5,11,10,11,11,5,4,7
2065,1,1,1,1,1,1,7,7,2,7,7,6,8,0,8,2,8
2066,23,1,0,2,1,0,8,6,11,4,7,12,8,3,10,0,8
2067,17,5,11,7,8,9,8,7,3,5,6,7,9,7,10,7,6
2068,8,1,3,1,2,0,10,6,2,5,11,4,9,0,7,1,7
2069,13,5,8,7,6,3,4,12,3,6,14,8,4,1,10,1,7
2070,4,2,4,3,3,2,6,7,5,5,9,7,10,2,9,4,9
2071,4,4,10,6,8,7,8,6,5,2,6,6,10,7,8,5,10
2072,7,2,1,3,1,1,7,4,2,0,7,2,8,2,6,2,8
2073,22,2,0,2,1,1,8,7,6,4,6,6,9,2,8,3,8
2074,6,4,8,6,6,6,8,7,6,5,9,7,6,3,8,7,8
2075,18,1,0,1,0,0,5,10,7,1,9,6,5,1,9,2,8
2076,14,3,8,4,6,3,5,8,6,6,9,8,14,1,9,3,10
2077,19,2,4,4,3,2,6,8,2,8,11,7,9,2,8,4,8
2078,9,10,13,12,7,6,10,2,3,2,10,2,9,8,1,2,8
2079,17,2,6,2,4,1,0,2,5,6,0,0,7,0,8,0,8
2080,2,4,11,6,8,7,8,7,5,7,7,6,6,6,8,3,7
2081,6,2,6,3,4,3,6,7,7,5,7,6,7,2,8,6,9
2082,19,4,9,6,7,5,5,9,3,7,11,9,9,3,9,4,6
2083,22,6,15,6,8,4,7,5,5,8,9,5,8,3,7,9,9
2084,9,7,6,9,5,9,7,8,5,4,6,5,8,13,7,5,8
2085,4,4,6,6,6,6,7,7,5,4,7,7,8,7,10,6,8
2086,23,3,6,5,4,4,8,8,8,5,6,7,9,3,8,4,6
2087,10,3,7,4,4,1,7,7,4,4,7,6,8,3,8,4,8
2088,3,8,10,10,9,11,7,7,5,4,7,6,7,8,9,6,5
2089,16,5,6,5,4,4,3,10,2,3,10,9,8,6,11,2,6
2090,1,0,1,1,2,1,7,7,1,6,7,6,8,0,8,2,8
2091,13,5,5,5,7,2,1,15,5,3,12,9,4,0,8,3,6
2092,19,5,10,5,8,5,2,7,5,9,7,6,14,0,8,6,8
2093,21,4,10,6,7,1,8,10,2,2,6,13,8,1,11,0,8
2094,6,4,8,6,6,5,10,6,3,6,10,4,7,3,8,5,11
2095,2,4,8,5,6,4,6,7,8,7,6,5,4,3,8,4,8
2096,11,2,1,2,2,1,8,7,7,5,7,6,8,2,8,3,8
2097,15,3,3,5,2,2,7,8,3,5,10,7,8,3,8,3,7
2098,22,4,5,5,5,2,8,5,8,8,6,4,8,3,8,4,8
2099,21,4,8,4,6,2,3,12,4,5,12,12,6,1,11,2,6
2100,6,3,8,4,6,5,8,7,8,5,7,6,6,3,8,7,10
2101,11,4,9,5,7,3,6,9,7,5,10,8,7,3,8,3,8
2102,18,3,4,5,3,3,7,10,6,3,11,4,3,1,10,3,8
2103,19,1,0,1,0,0,5,8,5,7,7,6,12,0,8,6,10
2104,11,3,7,4,5,2,8,8,8,6,6,7,9,3,8,4,8
2105,20,3,8,5,6,1,9,8,4,3,6,14,8,3,9,0,8
2106,22,6,9,6,10,8,8,5,7,4,9,5,8,4,8,5,7
2107,24,4,8,5,6,7,8,7,3,4,6,6,8,6,8,7,5
2108,0,6,10,6,7,4,6,12,4,7,11,9,4,2,13,4,4
2109,14,5,9,6,7,3,4,8,6,9,12,9,12,1,9,3,7
2110,23,4,5,5,3,2,6,8,6,7,7,10,10,3,9,1,8
2111,3,1,0,2,1,0,7,7,11,0,5,6,8,4,8,0,8
2112,14,3,2,4,3,2,6,8,7,7,9,8,12,2,10,3,9
2113,24,7,10,9,8,5,4,8,3,8,11,11,11,4,6,5,5
2114,15,6,11,8,8,8,6,6,8,4,6,4,8,4,6,8,11
2115,18,6,10,5,5,3,4,12,6,1,12,6,4,3,10,4,8
2116,18,1,0,2,0,0,5,11,6,1,9,6,5,1,9,3,8
2117,23,3,3,4,2,1,5,8,5,7,11,10,8,3,9,2,6
2118,14,5,9,5,7,4,4,8,5,6,11,9,14,2,9,3,7
2119,23,5,4,6,3,2,4,8,5,8,10,9,9,3,9,2,6
2120,19,2,3,2,1,1,7,7,5,7,7,6,8,2,8,5,10
2121,20,10,15,9,8,5,6,9,4,4,9,8,5,5,12,3,8
2122,8,2,6,4,4,3,10,5,2,4,7,5,5,3,8,4,6
2123,21,5,9,5,6,3,3,10,2,7,11,11,6,1,11,2,5
2124,6,4,6,5,4,4,8,9,3,5,10,5,5,3,8,5,8
2125,13,4,9,5,6,2,1,12,5,5,12,10,8,0,8,2,6
2126,17,8,12,8,6,4,8,4,4,5,12,8,11,3,9,6,9
2127,5,4,9,6,7,3,9,7,4,8,12,4,7,2,8,5,9
2128,11,2,6,3,4,3,7,8,7,5,7,9,8,2,9,3,7
2129,23,6,7,7,5,3,4,10,6,7,12,11,8,3,9,2,7
2130,12,3,7,4,5,2,5,10,8,3,7,5,8,2,8,6,11
2131,0,3,6,4,4,3,7,8,7,6,7,7,8,3,10,5,9
2132,25,1,3,2,1,1,7,7,5,8,6,6,8,1,8,6,8
2133,11,5,6,6,9,3,8,7,9,8,7,6,9,3,8,4,8
2134,4,7,11,9,9,12,8,7,4,3,6,5,9,8,7,9,14
2135,24,6,9,9,8,9,6,7,2,4,7,4,9,7,5,10,10
2136,21,8,10,6,15,5,4,9,3,1,9,10,5,4,10,7,5
2137,4,6,9,5,4,3,8,3,4,3,7,3,5,4,7,4,9
2138,15,4,5,7,4,4,7,8,3,6,10,6,8,3,8,3,8
2139,8,3,9,4,7,1,12,2,10,4,14,5,13,1,6,0,8
2140,0,3,5,4,4,2,6,10,1,8,11,9,5,1,9,3,4
2141,16,5,9,7,7,3,8,8,4,2,7,8,8,8,9,0,8
2142,6,2,4,4,3,3,8,7,2,5,10,5,6,2,8,4,9
2143,23,3,8,4,6,2,7,5,14,5,7,13,8,3,9,0,8
2144,13,1,3,3,2,1,5,11,3,4,13,7,5,1,9,1,7
2145,12,4,10,6,8,6,7,7,4,6,6,5,7,3,7,5,9
2146,23,3,9,4,7,2,7,5,15,5,7,12,8,3,9,0,8
2147,9,8,9,12,8,12,7,7,4,4,6,5,8,14,9,6,9
2148,18,3,4,5,2,2,7,11,4,3,12,4,2,1,9,2,9
2149,1,2,11,2,8,4,7,7,0,6,7,6,8,0,9,3,8
2150,8,3,5,5,6,4,8,9,4,5,7,6,8,3,8,8,9
2151,18,6,9,8,7,7,6,6,8,4,7,6,8,4,9,8,11
2152,23,4,8,6,6,6,10,6,4,5,6,7,6,5,8,4,6
2153,1,1,6,0,4,0,7,7,5,3,7,6,8,0,8,0,8
2154,18,4,7,6,5,3,7,12,4,5,14,5,1,0,10,3,8
2155,15,3,3,5,2,3,7,7,2,6,10,6,8,3,8,3,7
2156,20,4,2,6,4,2,7,13,3,4,8,12,8,3,10,2,8
2157,3,6,9,9,7,5,7,9,2,5,10,6,6,6,9,1,8
2158,4,6,11,7,8,4,7,6,7,7,11,6,13,3,9,5,8
2159,16,4,2,6,4,4,9,11,2,2,5,9,7,9,11,2,7
2160,5,5,11,6,8,6,8,8,5,8,5,5,8,0,8,9,8
2161,8,1,3,3,2,1,9,4,4,4,13,7,12,1,7,0,7
2162,6,3,7,4,5,3,6,6,9,7,6,6,7,2,8,9,9
2163,20,3,10,5,8,2,8,8,4,3,6,14,8,3,9,0,8
2164,19,4,9,4,6,4,3,6,5,9,6,7,13,0,8,7,9
2165,22,5,6,5,8,5,8,4,6,5,10,5,10,4,7,6,7
2166,4,6,10,8,7,5,7,7,7,6,5,7,9,3,8,4,8
2167,10,3,6,5,5,5,9,6,2,6,8,6,7,3,10,8,6
2168,2,3,4,4,3,3,7,7,6,7,7,6,5,2,8,3,7
2169,4,5,9,6,6,7,9,6,5,2,6,6,10,6,7,5,11
2170,10,3,5,6,3,2,5,8,2,9,11,10,9,2,9,3,6
2171,13,6,10,9,7,5,5,12,4,5,13,8,4,2,10,2,6
2172,16,3,7,5,5,3,11,8,5,1,6,9,8,7,10,0,8
2173,22,4,9,5,8,5,8,8,7,4,5,9,9,2,9,4,9
2174,25,4,8,5,6,5,7,7,5,10,7,6,8,1,8,7,7
2175,16,6,9,8,6,7,7,7,6,3,8,8,7,7,9,5,10
2176,13,2,5,3,4,2,6,9,4,5,10,9,6,2,10,3,6
2177,21,6,9,6,4,3,7,7,4,4,9,8,6,4,10,4,4
2178,1,1,9,0,7,1,7,7,5,3,7,6,8,0,8,0,8
2179,23,2,3,3,2,1,5,8,4,5,10,8,9,3,10,1,7
2180,7,4,11,7,8,6,7,5,1,4,5,2,6,5,6,6,6
2181,23,3,8,4,6,2,7,5,14,5,7,13,8,3,9,0,8
2182,2,1,3,2,2,1,9,6,4,4,10,3,5,2,8,2,8
2183,5,6,12,6,6,3,10,4,4,3,12,6,9,3,10,2,8
2184,23,1,3,2,1,1,9,8,6,5,5,9,7,3,10,0,8
2185,2,3,9,5,6,4,6,7,9,6,6,6,5,3,8,3,8
2186,1,2,6,3,4,1,7,7,1,8,14,6,8,0,8,1,8
2187,11,5,9,4,4,3,6,8,6,4,9,8,9,4,9,4,8
2188,20,3,7,5,5,1,8,8,4,2,6,14,8,3,10,0,8
2189,18,5,9,7,7,6,9,8,4,5,11,4,4,2,9,4,8
2190,0,2,10,4,7,1,7,14,0,6,7,11,8,0,8,0,8
2191,5,3,7,4,5,3,8,8,7,6,7,6,8,2,8,9,8
2192,4,3,6,4,4,2,8,6,7,7,6,6,9,1,7,6,11
2193,11,4,11,5,8,3,7,7,9,7,7,6,8,3,8,4,8
2194,10,5,9,8,6,4,10,6,2,8,10,2,7,3,8,3,9
2195,4,5,9,7,7,7,7,9,6,3,5,5,10,4,8,7,8
2196,23,6,9,6,7,4,5,7,7,8,8,6,9,3,9,3,4
2197,13,4,9,5,6,2,1,11,5,7,12,11,9,0,8,2,6
2198,22,5,8,6,10,6,9,5,7,4,9,5,11,4,8,6,7
2199,9,1,0,2,0,1,7,6,9,0,7,8,8,6,6,0,8
2200,6,7,13,7,7,6,10,6,4,5,9,5,8,6,8,8,9
2201,14,5,8,6,6,2,3,10,5,8,12,11,10,1,8,2,6
2202,24,7,9,10,8,10,9,7,3,4,9,2,8,8,4,8,12
2203,12,1,1,2,1,1,6,9,8,4,7,5,8,2,7,4,11
2204,7,6,11,8,9,8,7,7,8,4,8,5,8,4,8,10,1
2205,22,6,7,6,9,7,8,5,7,4,8,6,7,6,8,6,9
2206,24,4,10,5,7,2,3,8,8,2,7,5,11,3,8,3,10
2207,1,1,6,1,4,1,7,7,0,7,7,6,9,0,8,3,8
2208,20,5,6,5,4,3,4,12,1,2,8,10,7,3,11,1,7
2209,13,2,1,3,2,1,5,11,3,5,11,9,5,1,10,3,6
2210,11,4,8,5,6,4,7,8,8,5,10,7,8,3,8,3,8
2211,7,2,7,4,5,3,12,3,2,2,9,2,9,3,7,3,9
2212,3,6,10,6,8,3,7,7,15,2,4,6,8,6,8,0,8
2213,14,2,1,2,2,1,6,8,7,7,9,7,12,1,10,4,10
2214,16,1,0,1,0,0,7,8,3,0,7,8,8,3,9,0,8
2215,9,5,7,6,5,7,8,8,6,5,7,6,8,7,9,7,6
2216,22,5,9,6,11,7,7,9,4,3,8,10,10,4,10,8,8
2217,14,3,8,4,6,3,5,7,6,7,7,5,11,1,8,4,10
2218,7,7,9,10,8,8,6,8,2,4,7,7,9,8,6,4,8
2219,21,3,5,5,8,1,6,10,2,2,7,13,8,2,11,0,8
2220,1,1,11,0,8,1,7,7,5,3,7,6,8,0,8,0,8
2221,6,5,9,7,8,9,7,7,5,4,7,6,8,6,9,8,7
2222,4,4,7,4,5,2,6,7,6,6,10,8,9,2,9,4,9
2223,17,4,9,4,5,2,9,3,4,5,12,4,13,2,6,5,9
2224,1,2,8,3,6,2,8,7,0,7,13,6,8,0,8,1,8
2225,21,8,10,7,5,4,8,6,4,6,9,6,5,4,10,4,6
2226,24,3,6,5,4,5,8,6,4,4,7,6,8,6,7,6,8
2227,10,5,11,9,9,7,6,8,2,6,7,6,9,6,5,8,7
2228,20,8,10,7,8,5,3,12,2,3,9,11,8,7,11,2,6
2229,5,8,11,9,8,6,7,8,3,6,10,5,7,4,6,6,8
2230,24,3,7,5,5,5,5,6,3,4,6,5,9,5,7,8,7
2231,7,3,8,5,5,2,7,5,3,1,7,1,8,2,7,2,7
2232,5,9,13,8,7,4,9,4,4,3,13,8,10,4,9,3,9
2233,2,2,4,4,3,2,8,7,5,6,9,5,5,2,8,3,7
2234,22,6,9,8,7,6,8,4,9,5,7,4,8,3,8,4,8
2235,3,10,13,9,7,4,4,9,4,7,3,3,11,5,8,2,7
2236,25,5,7,7,9,6,10,5,4,4,8,2,6,2,7,7,8
2237,7,4,9,7,7,4,8,2,2,3,6,1,7,2,7,3,7
2238,6,4,6,5,4,4,8,7,5,6,9,6,6,2,8,6,9
2239,23,5,8,5,6,2,7,4,14,5,7,14,8,3,9,0,8
2240,5,3,5,6,3,2,6,8,2,7,10,7,8,1,9,5,6
2241,18,3,1,4,2,2,5,10,4,4,10,8,4,1,9,4,7
2242,14,3,2,4,4,2,6,8,7,7,8,7,13,1,9,4,10
2243,22,1,0,2,1,1,8,7,6,4,6,6,9,2,8,3,8
2244,22,5,6,7,9,8,8,11,4,3,5,8,11,5,13,7,11
2245,19,3,8,5,6,4,4,8,5,8,11,10,9,2,9,4,5
2246,2,2,4,4,3,2,9,6,4,6,10,4,5,2,8,3,8
2247,4,4,2,5,4,3,7,6,6,6,6,6,9,2,8,4,8
2248,20,2,1,4,2,1,6,13,3,2,8,11,8,2,10,1,8
2249,7,4,10,7,7,2,7,5,3,1,7,1,8,3,7,2,8
2250,7,2,8,4,6,2,12,3,3,2,10,1,9,2,6,2,8
2251,12,3,2,4,4,3,7,7,5,5,6,5,7,3,6,6,9
2252,5,3,5,4,4,2,8,7,3,7,10,6,8,1,9,5,8
2253,22,5,9,5,4,3,8,5,4,8,10,4,9,3,7,8,10
2254,25,6,9,9,7,6,8,6,2,9,11,5,9,3,5,7,8
2255,14,7,10,8,8,5,3,7,5,7,11,10,14,2,9,3,7
2256,13,6,12,5,6,3,4,12,3,5,12,7,4,2,7,5,5
2257,6,4,10,5,8,7,7,8,9,6,7,6,7,2,7,8,10
